               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | MAE_energy_grad | GPU Memory (MB)
2023-01-25 16:36:22 |   214 |     3.000e-04 |    33.2236 |         60.0014 |    16.8066 |          3.6258 |            7423
2023-01-25 16:36:45 |   215 |     3.000e-04 |    32.6657 |         59.6598 |    16.9539 |          3.6153 |            7423
2023-01-25 16:37:07 |   216 |     3.000e-04 |    31.3186 |         57.4699 |    14.8380 |          3.5837 |            7423
2023-01-25 16:37:30 |   217 |     3.000e-04 |    32.3800 |         56.9705 |    12.7795 |          3.5815 |            7423
2023-01-25 16:37:53 |   218 |     3.000e-04 |    31.1836 |         56.6993 |    15.4466 |          3.5526 |            7423
2023-01-25 16:38:15 |   219 |     3.000e-04 |    32.7485 |         55.7801 |    10.7219 |          3.5625 |            7423
2023-01-25 16:38:38 |   220 |     3.000e-04 |    32.1305 |         56.6127 |    15.8454 |          3.5381 |            7423
2023-01-25 16:39:00 |   221 |     3.000e-04 |    33.2898 |         55.9479 |    10.6584 |          3.5530 |            7423
2023-01-25 16:39:22 |   222 |     3.000e-04 |    33.5343 |         59.7244 |    21.1644 |          3.5553 |            7423
2023-01-25 16:39:45 |   223 |     3.000e-04 |    33.4785 |         56.3337 |    11.7070 |          3.5289 |            7423
2023-01-25 16:40:03 |   224 |     3.000e-04 |    37.8163 |         57.2276 |    14.1972 |          3.5910 |            7423
2023-01-25 16:40:25 |   225 |     3.000e-04 |    37.6044 |         56.8342 |    12.1923 |          3.5606 |            7423
2023-01-25 16:40:47 |   226 |     3.000e-04 |    35.4588 |         61.2440 |    20.7702 |          3.5842 |            7423
2023-01-25 16:41:10 |   227 |     3.000e-04 |    38.5705 |         61.2452 |    20.9530 |          3.5674 |            7423
2023-01-25 16:41:31 |   228 |     3.000e-04 |    45.2377 |         69.0889 |    28.8181 |          3.6739 |            7423
2023-01-25 16:41:53 |   229 |     3.000e-04 |    33.8843 |         60.9578 |    23.9317 |          3.5222 |            7423
