         6313134 function calls (6265562 primitive calls) in 8.094 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 indexing.py:1(<module>)
       60    0.000    0.000    0.000    0.000 arrayprint.py:963(<genexpr>)
        1    0.000    0.000    0.001    0.001 expanding.py:40(Expanding)
        1    0.000    0.000    0.003    0.003 _json.py:1(<module>)
       71    0.000    0.000    0.000    0.000 _methods.py:38(_amax)
      218    0.000    0.000    0.000    0.000 linalg.py:309(_solve_dispatcher)
       16    0.000    0.000    0.000    0.000 getlimits.py:647(__init__)
        2    0.000    0.000    0.004    0.002 spglib.py:168(get_symmetry_dataset)
       17    0.000    0.000    0.000    0.000 fromnumeric.py:3356(mean)
      310    0.000    0.000    0.000    0.000 numeric.py:1400(_moveaxis_dispatcher)
        1    0.000    0.000    0.002    0.002 rolling.py:1(<module>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:809(_process_class)
        5    0.000    0.000    0.000    0.000 inspect.py:2781(__init__)
      348    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:336(__init__)
      272    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1472(<genexpr>)
       78    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.001    0.001 cif.py:1(<module>)
       88    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        2    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        5    0.000    0.000    0.002    0.000 tempfile.py:243(_mkstemp_inner)
        1    0.000    0.000    0.001    0.001 base_parser.py:1(<module>)
      196    0.000    0.000    0.000    0.000 arrayprint.py:994(<genexpr>)
       18    0.000    0.000    0.000    0.000 common.py:1744(pandas_dtype)
       39    0.000    0.000    0.000    0.000 digraph.py:323(adj)
       22    0.000    0.000    0.001    0.000 __init__.py:171(flex_method_SERIES)
       66    0.000    0.000    0.000    0.000 formats.py:139(single)
      247    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
       18    0.000    0.000    0.000    0.000 base.py:425(find)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
       68    0.000    0.000    0.000    0.000 linalg.py:210(_is_empty_2d)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
       84    0.000    0.000    0.000    0.000 graph.py:430(__len__)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        2    0.000    0.000    0.002    0.001 indexers.py:1(<module>)
      113    0.000    0.000    0.000    0.000 enum.py:670(__new__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:671(_get_field)
       32    0.000    0.000    0.001    0.000 typing.py:840(copy_with)
      131    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      146    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
        1    0.000    0.000    0.002    0.002 asserters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 grouper.py:1(<module>)
    73/64    0.000    0.000    0.003    0.000 typing.py:352(__getitem__)
        6    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 tools.py:335(rotation_matrix)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        3    0.000    0.000    0.000    0.000 fitpack2.py:211(validate_input)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
        1    0.000    0.000    0.004    0.004 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.close}
       64    0.000    0.000    0.000    0.000 graph.py:895(add_edges_from)
       48    0.000    0.000    0.000    0.000 config.py:707(config_prefix)
        1    0.000    0.000    0.002    0.002 excel.py:1(<module>)
       51    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        1    0.000    0.000    0.000    0.000 base.py:12(BaseStringArrayMethods)
        1    0.000    0.000    0.002    0.002 category.py:1(<module>)
       18    0.000    0.000    0.000    0.000 contextlib.py:234(contextmanager)
      247    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
      172    0.000    0.000    0.000    0.000 fromnumeric.py:597(_transpose_dispatcher)
      168    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       50    0.000    0.000    0.000    0.000 accessor.py:57(forbid_nonstring_types)
        4    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
       37    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
        2    0.000    0.000    0.000    0.000 inspect.py:2152(_signature_from_function)
        1    0.000    0.000    0.001    0.001 _mixins.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
        1    0.000    0.000    0.001    0.001 apply.py:1(<module>)
        1    0.000    0.000    0.001    0.001 array_manager.py:1(<module>)
      136    0.000    0.000    0.000    0.000 typing.py:573(__hash__)
      271    0.000    0.000    0.000    0.000 multigraph.py:919(is_directed)
      116    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        2    0.000    0.000    0.028    0.014 spglib.py:415(standardize_cell)
        1    0.000    0.000    0.000    0.000 interval.py:145(IntervalIndex)
       27    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.017    0.017 aggregation.py:1(<module>)
       66    0.000    0.000    0.000    0.000 formula.py:75(count)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 _decorators.py:321(decorate)
        1    0.000    0.000    0.001    0.001 expressions.py:1(<module>)
       11    0.000    0.000    0.000    0.000 nanops.py:83(__call__)
        6    0.000    0.000    0.000    0.000 adsorption.py:51(<listcomp>)
        1    0.000    0.000    0.005    0.005 masked.py:1(<module>)
       20    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       22    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      339    0.000    0.000    0.000    0.000 _typing.py:77(<lambda>)
      168    0.000    0.000    0.000    0.000 reportviews.py:204(__call__)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:146(Block)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
       51    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       66    0.000    0.000    0.000    0.000 formats.py:214(acceptsfd)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       72    0.000    0.000    0.000    0.000 config.py:737(wrap)
      161    0.000    0.000    0.000    0.000 fromnumeric.py:2965(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 inspect.py:1129(getfullargspec)
      200    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:9(<module>)
        1    0.000    0.000    0.031    0.031 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
       33    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      116    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        2    0.000    0.000    0.000    0.000 linalg.py:476(inv)
        1    0.000    0.000    0.000    0.000 datetimelike.py:77(DatetimeIndexOpsMixin)
       33    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       20    0.000    0.000    0.000    0.000 dataclasses.py:612(_is_type)
        1    0.000    0.000    0.000    0.000 numeric.py:82(NumericIndex)
      138    0.000    0.000    0.000    0.000 fromnumeric.py:546(_swapaxes_dispatcher)
       66    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 range.py:57(RangeIndex)
      144    0.000    0.000    0.000    0.000 function_base.py:1291(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
        6    0.000    0.000    0.001    0.000 dataclasses.py:377(_create_fn)
        6    0.000    0.000    0.000    0.000 __init__.py:1514(findCaller)
        6    0.000    0.000    0.001    0.000 atoms.py:1865(wrap)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
        7    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
       68    0.000    0.000    0.000    0.000 function_base.py:5333(_append_dispatcher)
      130    0.000    0.000    0.000    0.000 function_base.py:842(_copy_dispatcher)
        1    0.000    0.000    0.000    0.000 timedeltas.py:96(TimedeltaArray)
       22    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:23(OpsMixin)
      111    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 atoms.py:1952(cell)
        1    0.000    0.000    0.000    0.000 period.py:95(PeriodArray)
        1    0.000    0.000    0.015    0.015 hashing.py:1(<module>)
      131    0.000    0.000    0.000    0.000 fromnumeric.py:2795(_amin_dispatcher)
      136    0.000    0.000    0.000    0.000 {built-in method numpy.ascontiguousarray}
       24    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
        1    0.000    0.000    0.001    0.001 align.py:1(<module>)
        1    0.000    0.000    0.019    0.019 describe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:258(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
        6    0.000    0.000    0.000    0.000 tempfile.py:138(rng)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        2    0.000    0.000    0.000    0.000 spglib.py:281(<listcomp>)
        1    0.000    0.000    0.031    0.031 surface.py:69(__init__)
       17    0.000    0.000    0.002    0.000 fnmatch.py:44(_compile_pattern)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
      249    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 groupby.py:571(BaseGroupBy)
       78    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
      236    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      112    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      162    0.000    0.000    0.000    0.000 expr.py:257(_node_not_implemented)
       14    0.000    0.000    0.000    0.000 array_ops.py:399(get_array_op)
       36    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
       66    0.000    0.000    0.000    0.000 cif.py:714(<dictcomp>)
       93    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.006    0.006 boolean.py:1(<module>)
      168    0.000    0.000    0.000    0.000 binary.py:61(add_prefix)
      140    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       51    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.002    0.002 _io.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tempfile.py:182(_get_default_tempdir)
       76    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
       78    0.000    0.000    0.000    0.000 reportviews.py:362(__call__)
       68    0.000    0.000    0.000    0.000 {method 'conjugate' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.000    0.000 arrayprint.py:964(<genexpr>)
       17    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
        1    0.000    0.000    0.000    0.000 array.py:223(SparseArray)
        6    0.000    0.000    0.000    0.000 tempfile.py:149(__next__)
        1    0.000    0.000    0.000    0.000 tools.py:364(rotate)
      141    0.000    0.000    0.000    0.000 fromnumeric.py:848(_sort_dispatcher)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
       52    0.000    0.000    0.000    0.000 common.py:30(wrapper)
        3    0.000    0.000    0.000    0.000 gratoms.py:90(get_surface_atoms)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:984(__class_getitem__)
        1    0.000    0.000    0.000    0.000 xml.py:1(<module>)
       17    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       33    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       61    0.000    0.000    0.000    0.000 typing.py:836(<genexpr>)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.040    0.040 _decorators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        1    0.000    0.000    0.032    0.032 eval.py:1(<module>)
       64    0.000    0.000    0.000    0.000 arrayprint.py:898(_none_or_positive_arg)
       65    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 generic.py:875(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:1062(signature)
       21    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argwhere)
        1    0.000    0.000    0.001    0.001 generic.py:161(SeriesGroupBy)
       11    0.000    0.000    0.000    0.000 nanops.py:76(__init__)
       65    0.000    0.000    0.000    0.000 fromnumeric.py:2300(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:879(__getitem__)
        2    0.000    0.000    0.000    0.000 generic.py:146(pinner)
       34    0.000    0.000    0.000    0.000 accessor.py:91(_create_delegator_method)
        6    0.000    0.000    0.000    0.000 __init__.py:1565(_log)
        1    0.000    0.000    0.000    0.000 pytables.py:488(HDFStore)
       70    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2388(array_equal)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       17    0.000    0.000    0.000    0.000 dtypes.py:897(construct_from_string)
      119    0.000    0.000    0.000    0.000 expr.py:196(<lambda>)
        7    0.000    0.000    0.001    0.000 atoms.py:695(get_positions)
        1    0.000    0.000    0.001    0.001 datetimes.py:108(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:908(__getitem__)
    59/12    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       28    0.000    0.000    0.000    0.000 generic.py:102(generate_property)
       64    0.000    0.000    0.000    0.000 breadth_first_search.py:300(bfs_successors)
        1    0.000    0.000    0.000    0.000 ewm.py:119(ExponentialMovingWindow)
       66    0.000    0.000    0.000    0.000 fromnumeric.py:1751(_ravel_dispatcher)
       68    0.000    0.000    0.000    0.000 linalg.py:1899(_pinv_dispatcher)
        6    0.000    0.000    0.000    0.000 _mixins.py:49(ravel_compat)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
       56    0.000    0.000    0.000    0.000 _decorators.py:436(__init__)
        1    0.000    0.000    0.000    0.000 cif_unicode.py:1(<module>)
        9    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 managers.py:89(BaseBlockManager)
        1    0.000    0.000    0.001    0.001 scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _normalize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:30(PandasArray)
        6    0.000    0.000    0.000    0.000 __init__.py:1645(callHandlers)
        9    0.000    0.000    0.000    0.000 typing.py:472(Optional)
       45    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       34    0.000    0.000    0.004    0.000 re.py:250(compile)
      137    0.000    0.000    0.000    0.000 typing.py:1374(cast)
        1    0.000    0.000    0.000    0.000 ops.py:110(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 expr.py:323(f)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
       12    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       52    0.000    0.000    0.000    0.000 common.py:17(unpack_zerodim_and_defer)
       24    0.000    0.000    0.000    0.000 contextlib.py:261(helper)
       65    0.000    0.000    0.000    0.000 fromnumeric.py:1219(_argmin_dispatcher)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
       16    0.000    0.000    0.000    0.000 config.py:807(is_one_of_factory)
        1    0.000    0.000    0.004    0.004 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:56(CategoricalIndex)
        7    0.000    0.000    0.000    0.000 typing.py:893(__getitem_inner__)
        6    0.000    0.000    0.000    0.000 __init__.py:1071(emit)
       15    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
        1    0.000    0.000    0.000    0.000 period.py:80(PeriodIndex)
        7    0.000    0.000    0.000    0.000 _decorators.py:165(_deprecate_kwarg)
       60    0.000    0.000    0.000    0.000 arrayprint.py:965(<genexpr>)
       65    0.000    0.000    0.000    0.000 fromnumeric.py:1008(_argsort_dispatcher)
       23    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        4    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
       66    0.000    0.000    0.000    0.000 cif.py:844(<listcomp>)
        6    0.000    0.000    0.001    0.000 __init__.py:1436(info)
       39    0.000    0.000    0.000    0.000 digraph.py:428(add_nodes_from)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(tile)
        1    0.000    0.000    0.000    0.000 css.py:30(CSSResolver)
        1    0.000    0.000    0.786    0.786 build.py:38(surface)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.003    0.003 _base.py:1105(ExcelFile)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
       17    0.000    0.000    0.000    0.000 base.py:414(register)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:681(BaseGrouper)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 tempfile.py:152(<listcomp>)
       33    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
      101    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:92(ArrowStringArray)
       29    0.000    0.000    0.000    0.000 nanops.py:78(<genexpr>)
       68    0.000    0.000    0.000    0.000 linalg.py:1466(_svd_dispatcher)
        2    0.000    0.000    0.000    0.000 config.py:114(_get_option)
       78    0.000    0.000    0.000    0.000 digraph.py:1115(is_multigraph)
        2    0.000    0.000    0.000    0.000 numeric.py:851(outer)
        4    0.000    0.000    0.000    0.000 spglib.py:953(_expand_cell)
       66    0.000    0.000    0.000    0.000 formats.py:218(isbinary)
       41    0.000    0.000    0.000    0.000 _decorators.py:260(deprecate_nonkeyword_arguments)
        6    0.000    0.000    0.000    0.000 posixpath.py:373(abspath)
        2    0.000    0.000    0.000    0.000 warnings.py:35(_formatwarnmsg_impl)
       76    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 rolling.py:759(Window)
        6    0.000    0.000    0.000    0.000 __init__.py:650(format)
        1    0.000    0.000    0.019    0.019 eam.py:239(__init__)
       32    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 array_manager.py:100(BaseArrayManager)
        8    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
       64    0.000    0.000    0.000    0.000 graph.py:1454(is_multigraph)
        1    0.000    0.000    0.793    0.793 mcmc.py:44(initialize_slab)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       37    0.000    0.000    0.000    0.000 shape_base.py:1243(<genexpr>)
        5    0.000    0.000    0.001    0.000 tempfile.py:110(_sanitize_params)
        1    0.000    0.000    0.000    0.000 _decorators.py:18(deprecate)
        2    0.000    0.000    0.000    0.000 dataclasses.py:489(_init_fn)
        1    0.000    0.000    0.000    0.000 base_parser.py:117(ParserBase)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 surface.py:619(convert_miller_index)
       60    0.000    0.000    0.000    0.000 arrayprint.py:968(<genexpr>)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cif.py:205(CIFBlock)
       76    0.000    0.000    0.000    0.000 typing.py:1616(overload)
        1    0.000    0.000    0.000    0.000 extension.py:221(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 _mixins.py:69(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
       24    0.000    0.000    0.000    0.000 contextlib.py:114(__enter__)
        1    0.000    0.000    0.000    0.000 format.py:483(DataFrameFormatter)
        5    0.000    0.000    0.001    0.000 tempfile.py:284(gettempdir)
        6    0.000    0.000    0.000    0.000 __init__.py:939(handle)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       10    0.000    0.000    0.000    0.000 accessor.py:140(add_delegate_accessors)
       17    0.000    0.000    0.000    0.000 dtypes.py:738(construct_from_string)
        1    0.000    0.000    0.000    0.000 expr.py:337(BaseExprVisitor)
       18    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 stata.py:1043(StataReader)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.frompyfunc}
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        5    0.000    0.000    0.003    0.001 tempfile.py:300(mkstemp)
        7    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        8    0.000    0.000    0.000    0.000 typing.py:803(__mro_entries__)
        6    0.000    0.000    0.000    0.000 nanops.py:112(__call__)
       60    0.000    0.000    0.000    0.000 arrayprint.py:977(<genexpr>)
       76    0.000    0.000    0.000    0.000 typing.py:202(<listcomp>)
        4    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
        4    0.000    0.000    0.000    0.000 nanops.py:390(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 calculator.py:474(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:3241(Table)
       17    0.000    0.000    0.000    0.000 base.py:371(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:620(PlotAccessor)
       41    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       12    0.000    0.000    0.000    0.000 take.py:324(_view_wrapper)
        2    0.000    0.000    0.000    0.000 inspect.py:2246(_signature_from_callable)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        6    0.000    0.000    0.000    0.000 __init__.py:1060(flush)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 tempfile.py:85(_infer_return_type)
        8    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
        6    0.000    0.000    0.001    0.000 __init__.py:455(flex_comp_method_FRAME)
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
       12    0.000    0.000    0.000    0.000 getlimits.py:671(max)
        2    0.000    0.000    0.003    0.002 atoms.py:1197(repeat)
       17    0.000    0.000    0.000    0.000 dtypes.py:300(construct_from_string)
        1    0.000    0.000    0.000    0.000 {method 'ptp' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtype.py:41(SparseDtype)
        1    0.000    0.000    0.000    0.000 excel.py:73(CSSToExcelConverter)
        1    0.000    0.000    0.000    0.000 dtypes.py:119(CategoricalDtype)
        6    0.000    0.000    0.000    0.000 __init__.py:429(_format)
        6    0.000    0.000    0.000    0.000 __init__.py:519(_cmpkey)
        5    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        1    0.000    0.000    0.000    0.000 stata.py:2110(StataWriter)
       39    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        3    0.000    0.000    0.000    0.000 _decorators.py:491(indent)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:238(BooleanArray)
        4    0.000    0.000    0.000    0.000 spglib.py:995(_set_error_message)
        6    0.000    0.000    0.000    0.000 __init__.py:1550(makeRecord)
        2    0.000    0.000    0.004    0.002 methods.py:46(add_flex_arithmetic_methods)
       22    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        3    0.000    0.000    0.000    0.000 symbols.py:11(string2symbols)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 random.py:126(seed)
       32    0.000    0.000    0.000    0.000 shape_base.py:1253(<genexpr>)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        2    0.000    0.000    0.000    0.000 spglib.py:280(<listcomp>)
        1    0.000    0.000    0.001    0.001 bulk.py:14(bulk)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:24(ObjectStringArrayMixin)
        2    0.000    0.000    0.000    0.000 methods.py:116(<dictcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 atoms.py:1861(set_scaled_positions)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:332(Version)
        1    0.000    0.000    0.000    0.000 blas.py:325(_get_funcs)
      132    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 excel.py:422(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:920(assemble)
       10    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
       16    0.000    0.000    0.000    0.000 config.py:809(<listcomp>)
        2    0.000    0.000    0.000    0.000 config.py:96(_get_single_key)
        4    0.000    0.000    0.000    0.000 missing.py:807(_datetimelike_compat)
        7    0.000    0.000    0.000    0.000 typing.py:875(copy_with)
        1    0.000    0.000    0.000    0.000 dtypes.py:631(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 datetimelike.py:607(DatetimeTimedeltaMixin)
       12    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(cross)
